ID_Chamado,Usuario,Departamento,Data_Abertura,Data_Fechamento,Categoria,Subcategoria,Canal_Atendimento,Prioridade,Status,Tecnico,Tempo_Resolucao_Horas,Dentro_SLA,Nota_CSAT
CH00746,Henry Moraes,Operações,2026-03-27 11:13:18,2026-03-28 16:49:18,Redes,Wi-Fi instável,WhatsApp,Média,Fechado,Bruno Costa,29.6,Não,5.0
CH00747,Hellena Machado,RH,2026-05-07 06:20:18,2026-05-07 15:02:18,Redes,Lentidão na VPN,E-mail,Crítica,Fechado,Daniela Lima,8.7,Não,4.0
CH00748,Nicole Vargas,Logística,2026-04-23 05:12:49,2026-04-24 02:36:49,Hardware,Impressora travada,Telefone,Média,Resolvido,Bruno Costa,21.4,Sim,2.0
CH00749,Dra. Clarice Ferreira,Operações,2026-05-14 00:57:57,2026-05-15 13:39:57,Acessos,Reset de senha AD,E-mail,Média,Resolvido,Daniela Lima,36.7,Não,5.0
CH00750,Bella da Rocha,RH,2026-03-20 06:41:13,2026-03-21 09:41:13,Software/ERP,Acesso negado no sistema,Telefone,Média,Fechado,Carlos Souza,27.0,Não,5.0
CH00751,Danilo Siqueira,Logística,2026-04-27 06:44:41,2026-04-28 15:50:41,Hardware,Teclado com defeito,Portal de TI,Média,Resolvido,Daniela Lima,33.1,Não,4.0
CH00752,Dr. Luigi Marques,RH,2026-03-31 15:34:44,2026-04-02 08:04:44,Software/ERP,Erro ao emitir nota,Telefone,Baixa,Resolvido,Ana Silva,40.5,Não,5.0
CH00753,Rafaela Ferreira,Operações,2026-04-06 23:29:15,2026-04-08 08:05:15,Acessos,Permissão de pasta em rede,WhatsApp,Média,Resolvido,Bruno Costa,32.6,Não,5.0
CH00754,Pedro Lucas Silveira,Operações,2026-05-03 02:59:27,,Software/ERP,Erro ao emitir nota,Telefone,Crítica,Em andamento,Ana Silva,,Pendente,
CH00755,Sr. Kaique Aparecida,Logística,2026-04-30 19:43:49,2026-05-01 19:55:49,Software/ERP,Instalação de software,Portal de TI,Média,Resolvido,Daniela Lima,24.2,Não,4.0
CH00756,Luigi Ramos,RH,2026-03-29 01:37:12,2026-03-31 01:01:12,Hardware,Impressora travada,WhatsApp,Crítica,Resolvido,Carlos Souza,47.4,Não,5.0
CH00757,Eloah Sousa,Logística,2026-03-28 12:17:07,2026-03-30 09:35:07,Redes,Wi-Fi instável,WhatsApp,Baixa,Resolvido,Bruno Costa,45.3,Não,5.0
CH00758,Emanuella Novaes,Operações,2026-04-10 13:48:37,2026-04-10 21:36:37,Redes,Wi-Fi instável,Telefone,Média,Resolvido,Daniela Lima,7.8,Sim,4.0
CH00759,Dr. Ravi da Conceição,Operações,2026-04-02 10:35:42,2026-04-03 10:23:42,Software/ERP,Instalação de software,WhatsApp,Média,Resolvido,Ana Silva,23.8,Sim,5.0
CH00760,Ester Cirino,Logística,2026-04-26 05:16:51,2026-04-26 11:28:51,Acessos,Permissão de pasta em rede,WhatsApp,Alta,Reaberto,Ana Silva,6.2,Não,5.0
CH00761,Ana Sousa,Logística,2026-04-28 20:23:53,2026-04-30 09:53:53,Hardware,Impressora travada,E-mail,Média,Resolvido,Carlos Souza,37.5,Não,3.0
CH00762,Rael Pastor,Operações,2026-05-16 12:25:29,2026-05-16 18:07:29,Acessos,Permissão de pasta em rede,E-mail,Média,Fechado,Ana Silva,5.7,Sim,4.0
CH00763,Alana Santos,Comercial,2026-04-28 14:22:57,2026-04-30 12:58:57,Software/ERP,Acesso negado no sistema,WhatsApp,Média,Resolvido,Ana Silva,46.6,Não,4.0
CH00764,João Lucas Sá,Comercial,2026-04-07 17:57:47,2026-04-08 11:51:47,Redes,Lentidão na VPN,Telefone,Baixa,Resolvido,Ana Silva,17.9,Sim,4.0
CH00765,Bella Nascimento,Financeiro,2026-03-23 23:14:09,2026-03-24 19:20:09,Hardware,Computador não liga,Portal de TI,Crítica,Resolvido,Ana Silva,20.1,Não,5.0
CH00766,Dr. Gael Henrique Marques,Comercial,2026-04-05 01:05:59,2026-04-05 16:05:59,Redes,Lentidão na VPN,WhatsApp,Baixa,Fechado,Daniela Lima,15.0,Sim,5.0
CH00767,Samuel Moura,Logística,2026-03-28 22:59:10,2026-03-29 23:59:10,Redes,Lentidão na VPN,WhatsApp,Média,Resolvido,Carlos Souza,25.0,Não,5.0
CH00768,Maria Julia Pimenta,Financeiro,2026-04-17 07:44:11,2026-04-18 11:26:11,Redes,Lentidão na VPN,Portal de TI,Baixa,Resolvido,Daniela Lima,27.7,Não,4.0
CH00769,Bruna Ferreira,Financeiro,2026-04-25 00:08:44,2026-04-25 16:44:44,Software/ERP,Acesso negado no sistema,Telefone,Média,Resolvido,Ana Silva,16.6,Sim,4.0
CH00770,Emanuella Rocha,Operações,2026-04-21 01:38:10,2026-04-21 15:44:10,Acessos,Reset de senha AD,WhatsApp,Média,Fechado,Ana Silva,14.1,Sim,5.0
CH00771,Antonella Rocha,Comercial,2026-04-15 18:32:55,2026-04-16 21:56:55,Acessos,Reset de senha AD,WhatsApp,Baixa,Resolvido,Carlos Souza,27.4,Não,5.0
CH00772,Sr. Isaque das Neves,Comercial,2026-03-30 21:34:22,2026-04-01 05:34:22,Acessos,Permissão de pasta em rede,Telefone,Baixa,Resolvido,Bruno Costa,32.0,Não,5.0
CH00773,Marcelo Sales,Logística,2026-03-29 05:57:45,2026-03-30 06:57:45,Acessos,Reset de senha AD,Portal de TI,Média,Fechado,Daniela Lima,25.0,Não,5.0
CH00774,Maria Julia Leão,Financeiro,2026-03-31 14:50:28,2026-03-31 18:08:28,Acessos,Reset de senha AD,E-mail,Média,Fechado,Carlos Souza,3.3,Sim,5.0
CH00775,Matheus Lima,Comercial,2026-05-14 19:13:29,2026-05-16 12:37:29,Hardware,Impressora travada,Portal de TI,Média,Fechado,Bruno Costa,41.4,Não,3.0
CH00776,Zoe Sales,Financeiro,2026-04-04 22:17:21,2026-04-05 18:05:21,Hardware,Computador não liga,Portal de TI,Média,Resolvido,Daniela Lima,19.8,Sim,5.0
CH00777,Eloah Mendonça,Comercial,2026-04-03 17:07:05,2026-04-04 13:37:05,Hardware,Computador não liga,E-mail,Crítica,Resolvido,Ana Silva,20.5,Não,3.0
CH00778,Francisco Dias,Logística,2026-04-14 22:29:08,2026-04-16 06:17:08,Redes,Lentidão na VPN,WhatsApp,Alta,Resolvido,Ana Silva,31.8,Não,5.0
CH00779,Ana Júlia Fogaça,RH,2026-04-30 16:21:37,2026-05-01 21:27:37,Acessos,Permissão de pasta em rede,Telefone,Baixa,Fechado,Bruno Costa,29.1,Não,3.0
CH00780,Catarina Correia,RH,2026-03-18 19:46:58,2026-03-19 20:04:58,Software/ERP,Acesso negado no sistema,E-mail,Média,Resolvido,Ana Silva,24.3,Não,5.0
CH00781,Sofia Rezende,Financeiro,2026-04-24 04:06:24,2026-04-25 20:06:24,Hardware,Impressora travada,E-mail,Baixa,Fechado,Ana Silva,40.0,Não,4.0
CH00782,Rebeca Leão,Operações,2026-05-04 22:48:55,2026-05-05 20:12:55,Redes,Cabo de rede desconectado,Portal de TI,Crítica,Resolvido,Ana Silva,21.4,Não,5.0
CH00783,Eloah Barros,Logística,2026-04-29 23:42:05,2026-05-01 08:36:05,Hardware,Impressora travada,Portal de TI,Média,Resolvido,Carlos Souza,32.9,Não,2.0
CH00784,Henry da Rocha,RH,2026-05-11 18:55:27,,Redes,Lentidão na VPN,E-mail,Crítica,Em andamento,Carlos Souza,,Pendente,
CH00785,Henry Gabriel Nascimento,Financeiro,2026-03-21 01:38:13,2026-03-22 23:38:13,Redes,Lentidão na VPN,Telefone,Baixa,Resolvido,Daniela Lima,46.0,Não,5.0
CH00786,Raul Nunes,RH,2026-04-14 22:06:09,,Software/ERP,Acesso negado no sistema,E-mail,Crítica,Em andamento,Carlos Souza,,Pendente,
CH00787,Sophia Camargo,Comercial,2026-05-04 23:36:56,2026-05-06 19:36:56,Acessos,Reset de senha AD,WhatsApp,Alta,Resolvido,Daniela Lima,44.0,Não,4.0
CH00788,João Felipe Vasconcelos,Comercial,2026-05-12 11:58:20,2026-05-14 04:28:20,Redes,Wi-Fi instável,WhatsApp,Média,Resolvido,Carlos Souza,40.5,Não,4.0
CH00789,Sr. Pedro Lucas Nogueira,Financeiro,2026-05-09 14:58:51,2026-05-10 17:28:51,Redes,Wi-Fi instável,Telefone,Média,Resolvido,Bruno Costa,26.5,Não,5.0
CH00790,Bella Sousa,Operações,2026-04-08 02:41:29,,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Em andamento,Ana Silva,,Pendente,
CH00791,Arthur Gabriel Machado,Logística,2026-04-10 22:14:32,2026-04-12 20:50:32,Hardware,Teclado com defeito,Portal de TI,Média,Resolvido,Daniela Lima,46.6,Não,4.0
CH00792,Sr. Pedro Lucas Campos,Financeiro,2026-04-12 09:51:20,2026-04-12 22:45:20,Software/ERP,Acesso negado no sistema,WhatsApp,Média,Resolvido,Daniela Lima,12.9,Sim,4.0
CH00793,Luiz Fernando Santos,RH,2026-04-09 21:34:34,2026-04-10 15:58:34,Hardware,Computador não liga,E-mail,Baixa,Resolvido,Ana Silva,18.4,Sim,4.0
CH00794,Mariane Cavalcante,Logística,2026-05-16 03:27:54,2026-05-17 13:15:54,Acessos,Criar novo usuário,Portal de TI,Baixa,Reaberto,Bruno Costa,33.8,Não,5.0
CH00795,Gustavo Costela,Operações,2026-05-16 17:11:17,,Redes,Wi-Fi instável,Telefone,Baixa,Em andamento,Daniela Lima,,Pendente,
CH00796,Marcela Nascimento,Logística,2026-03-23 15:45:56,2026-03-24 02:57:56,Software/ERP,Acesso negado no sistema,Telefone,Média,Fechado,Bruno Costa,11.2,Sim,5.0
CH00797,Zoe Cavalcante,Financeiro,2026-04-14 04:25:39,2026-04-14 15:07:39,Hardware,Impressora travada,Telefone,Baixa,Resolvido,Bruno Costa,10.7,Sim,4.0
CH00798,Sra. Lavínia Oliveira,Logística,2026-04-18 07:37:10,,Hardware,Teclado com defeito,E-mail,Crítica,Em andamento,Carlos Souza,,Pendente,
CH00799,Aylla Carvalho,Logística,2026-04-12 20:24:23,2026-04-13 01:00:23,Software/ERP,Instalação de software,E-mail,Média,Resolvido,Daniela Lima,4.6,Sim,5.0
CH00800,João Guilherme Rezende,Comercial,2026-04-26 20:32:26,2026-04-27 09:14:26,Redes,Wi-Fi instável,E-mail,Média,Fechado,Daniela Lima,12.7,Sim,5.0
CH00801,Srta. Isadora Casa Grande,Comercial,2026-03-30 05:07:22,2026-04-01 02:13:22,Redes,Wi-Fi instável,Telefone,Crítica,Fechado,Carlos Souza,45.1,Não,2.0
CH00802,Matteo Mendonça,Financeiro,2026-04-18 03:59:30,2026-04-18 10:47:30,Redes,Lentidão na VPN,Portal de TI,Média,Reaberto,Bruno Costa,6.8,Sim,3.0
CH00803,Juliana Pires,Operações,2026-03-31 16:44:09,2026-04-02 10:56:09,Software/ERP,Instalação de software,Telefone,Alta,Resolvido,Bruno Costa,42.2,Não,5.0
CH00804,Milena Barbosa,Comercial,2026-04-27 02:39:58,2026-04-29 01:39:58,Software/ERP,Instalação de software,Telefone,Baixa,Resolvido,Carlos Souza,47.0,Não,5.0
CH00805,Sophie Souza,Financeiro,2026-03-26 22:22:42,2026-03-28 14:16:42,Software/ERP,Acesso negado no sistema,Portal de TI,Baixa,Fechado,Daniela Lima,39.9,Não,3.0
CH00806,Sra. Mirella Mendonça,Financeiro,2026-04-13 21:45:53,2026-04-15 14:45:53,Acessos,Reset de senha AD,E-mail,Baixa,Fechado,Ana Silva,41.0,Não,4.0
CH00807,Agatha Vasconcelos,Logística,2026-04-18 16:05:28,2026-04-19 04:59:28,Acessos,Reset de senha AD,WhatsApp,Baixa,Resolvido,Daniela Lima,12.9,Sim,4.0
CH00808,Sra. Maria Alice Azevedo,Comercial,2026-03-26 22:29:15,2026-03-27 21:59:15,Hardware,Computador não liga,WhatsApp,Média,Resolvido,Bruno Costa,23.5,Sim,5.0
CH00809,Helena Lima,Operações,2026-05-08 18:45:04,2026-05-09 03:15:04,Software/ERP,Instalação de software,E-mail,Baixa,Fechado,Ana Silva,8.5,Sim,5.0
CH00810,Juliana Duarte,RH,2026-04-07 11:06:05,2026-04-08 07:24:05,Acessos,Criar novo usuário,Portal de TI,Média,Resolvido,Ana Silva,20.3,Sim,5.0
CH00811,Sr. Ryan Viana,Financeiro,2026-04-14 10:16:18,2026-04-14 16:34:18,Redes,Cabo de rede desconectado,WhatsApp,Crítica,Resolvido,Ana Silva,6.3,Não,5.0
CH00812,Ana Julia Aparecida,RH,2026-04-20 06:25:23,2026-04-21 05:43:23,Software/ERP,Instalação de software,Portal de TI,Média,Resolvido,Ana Silva,23.3,Sim,4.0
CH00813,Natália Almeida,RH,2026-03-27 13:28:40,2026-03-28 05:22:40,Hardware,Computador não liga,Portal de TI,Crítica,Resolvido,Carlos Souza,15.9,Não,4.0
CH00814,Pedro Lucas Marques,Comercial,2026-03-29 22:56:43,2026-03-31 01:26:43,Redes,Cabo de rede desconectado,E-mail,Média,Fechado,Bruno Costa,26.5,Não,4.0
CH00815,Gabriela Sales,Logística,2026-03-17 23:01:37,2026-03-18 03:43:37,Hardware,Impressora travada,Portal de TI,Alta,Reaberto,Bruno Costa,4.7,Não,3.0
CH00816,Liz Castro,Comercial,2026-03-30 16:49:54,,Acessos,Criar novo usuário,E-mail,Média,Em andamento,Carlos Souza,,Pendente,
CH00817,Luiz Miguel da Cunha,Comercial,2026-04-13 11:57:48,2026-04-14 12:51:48,Acessos,Permissão de pasta em rede,Telefone,Alta,Resolvido,Ana Silva,24.9,Não,5.0
CH00818,Sr. Benjamim Gonçalves,RH,2026-03-25 21:30:20,2026-03-27 03:12:20,Acessos,Reset de senha AD,Portal de TI,Alta,Fechado,Daniela Lima,29.7,Não,5.0
CH00819,Dra. Isabel Lima,Logística,2026-04-16 13:20:24,2026-04-17 23:44:24,Redes,Cabo de rede desconectado,Telefone,Média,Resolvido,Ana Silva,34.4,Não,2.0
CH00820,Srta. Agatha Cunha,Operações,2026-03-26 17:57:41,2026-03-27 01:33:41,Software/ERP,Erro ao emitir nota,Telefone,Média,Fechado,Carlos Souza,7.6,Sim,5.0
CH00821,Davi Lucca Pastor,RH,2026-05-03 04:29:31,2026-05-05 00:35:31,Acessos,Permissão de pasta em rede,Telefone,Média,Resolvido,Carlos Souza,44.1,Não,5.0
CH00822,Melina Albuquerque,Financeiro,2026-04-08 20:30:53,2026-04-10 09:30:53,Acessos,Reset de senha AD,Telefone,Média,Resolvido,Ana Silva,37.0,Não,5.0
CH00823,Sra. Bárbara Lima,Operações,2026-03-18 16:14:20,,Software/ERP,Acesso negado no sistema,Telefone,Alta,Em andamento,Daniela Lima,,Pendente,
CH00824,Ana Sophia da Conceição,Financeiro,2026-03-30 17:26:32,2026-04-01 15:50:32,Hardware,Computador não liga,WhatsApp,Baixa,Resolvido,Carlos Souza,46.4,Não,3.0
CH00825,Cauã Caldeira,Financeiro,2026-04-24 02:04:10,2026-04-25 03:58:10,Redes,Wi-Fi instável,Telefone,Baixa,Fechado,Daniela Lima,25.9,Não,5.0
CH00826,Dr. Davi Miguel Garcia,Operações,2026-04-17 07:36:49,2026-04-19 06:00:49,Acessos,Permissão de pasta em rede,Portal de TI,Alta,Resolvido,Daniela Lima,46.4,Não,4.0
CH00827,Cecília Azevedo,Financeiro,2026-03-30 19:42:18,2026-03-31 02:36:18,Redes,Lentidão na VPN,WhatsApp,Baixa,Fechado,Bruno Costa,6.9,Sim,5.0
CH00828,Alexia Pimenta,Comercial,2026-05-08 09:37:32,2026-05-08 21:37:32,Hardware,Computador não liga,Telefone,Baixa,Resolvido,Bruno Costa,12.0,Sim,4.0
CH00829,Marcela Silveira,Logística,2026-04-02 19:52:16,2026-04-03 04:16:16,Acessos,Permissão de pasta em rede,WhatsApp,Baixa,Resolvido,Daniela Lima,8.4,Sim,5.0
CH00830,Clarice Jesus,RH,2026-04-07 13:54:25,2026-04-08 17:24:25,Redes,Cabo de rede desconectado,WhatsApp,Baixa,Resolvido,Daniela Lima,27.5,Não,4.0
CH00831,Melina Cunha,Logística,2026-05-16 17:00:47,2026-05-18 04:30:47,Software/ERP,Erro ao emitir nota,Telefone,Alta,Reaberto,Daniela Lima,35.5,Não,5.0
CH00832,Davi Miguel Sá,RH,2026-03-26 07:26:58,2026-03-28 04:20:58,Acessos,Reset de senha AD,WhatsApp,Média,Resolvido,Daniela Lima,44.9,Não,3.0
CH00833,Maria Isis Ferreira,Logística,2026-03-29 20:25:44,2026-03-30 09:37:44,Acessos,Reset de senha AD,Portal de TI,Média,Resolvido,Daniela Lima,13.2,Sim,4.0
CH00834,Sr. Josué da Mota,Financeiro,2026-04-28 14:00:00,2026-04-29 04:12:00,Software/ERP,Acesso negado no sistema,E-mail,Baixa,Resolvido,Carlos Souza,14.2,Sim,5.0
CH00835,Yuri Peixoto,Logística,2026-03-26 01:45:56,2026-03-27 12:15:56,Software/ERP,Instalação de software,Telefone,Alta,Fechado,Carlos Souza,34.5,Não,5.0
CH00836,Dra. Larissa Vasconcelos,RH,2026-05-15 03:34:17,2026-05-16 20:10:17,Software/ERP,Instalação de software,Telefone,Média,Fechado,Bruno Costa,40.6,Não,4.0
CH00837,Liz Costela,Financeiro,2026-03-20 11:57:26,2026-03-21 11:51:26,Acessos,Permissão de pasta em rede,E-mail,Baixa,Resolvido,Ana Silva,23.9,Sim,4.0
CH00838,Sophia Correia,RH,2026-05-07 03:53:41,2026-05-07 16:47:41,Hardware,Teclado com defeito,WhatsApp,Baixa,Reaberto,Carlos Souza,12.9,Sim,4.0
CH00839,Benjamim Viana,Comercial,2026-04-24 22:17:52,2026-04-25 04:29:52,Software/ERP,Acesso negado no sistema,WhatsApp,Média,Resolvido,Carlos Souza,6.2,Sim,5.0
CH00840,Maria Isis Camargo,RH,2026-04-10 03:09:25,2026-04-11 21:09:25,Redes,Lentidão na VPN,Telefone,Alta,Fechado,Daniela Lima,42.0,Não,4.0
CH00841,Ana Sophia Moura,RH,2026-04-10 07:12:47,2026-04-12 06:00:47,Redes,Lentidão na VPN,WhatsApp,Média,Reaberto,Bruno Costa,46.8,Não,4.0
CH00842,Dr. Davi Lucca Gomes,Logística,2026-03-19 01:34:12,2026-03-20 21:22:12,Software/ERP,Instalação de software,Telefone,Alta,Resolvido,Ana Silva,43.8,Não,5.0
CH00843,Maria Clara Nogueira,Logística,2026-05-12 01:52:27,2026-05-13 17:16:27,Hardware,Impressora travada,WhatsApp,Baixa,Resolvido,Bruno Costa,39.4,Não,5.0
CH00844,Ana Sophia Almeida,Logística,2026-04-03 16:02:09,2026-04-04 06:08:09,Software/ERP,Acesso negado no sistema,Portal de TI,Média,Fechado,Bruno Costa,14.1,Sim,5.0
CH00845,Anthony Gabriel da Luz,Logística,2026-05-13 22:06:29,2026-05-14 18:36:29,Acessos,Permissão de pasta em rede,Telefone,Média,Resolvido,Carlos Souza,20.5,Sim,5.0
CH00846,Bento Vieira,Comercial,2026-04-07 20:10:09,2026-04-09 09:16:09,Redes,Wi-Fi instável,Portal de TI,Média,Fechado,Daniela Lima,37.1,Não,4.0
CH00847,Laura Pires,RH,2026-04-25 12:48:03,2026-04-25 16:12:03,Hardware,Teclado com defeito,Portal de TI,Baixa,Reaberto,Daniela Lima,3.4,Sim,4.0
CH00848,Mariana Sampaio,RH,2026-05-05 12:58:50,2026-05-06 15:46:50,Software/ERP,Acesso negado no sistema,Portal de TI,Média,Resolvido,Bruno Costa,26.8,Não,5.0
CH00849,Vitor Gabriel Nascimento,Comercial,2026-04-25 22:49:34,2026-04-26 09:01:34,Acessos,Criar novo usuário,Telefone,Média,Fechado,Bruno Costa,10.2,Sim,5.0
CH00850,João Lucas Barros,Operações,2026-05-16 16:56:44,2026-05-17 18:56:44,Hardware,Teclado com defeito,Portal de TI,Baixa,Fechado,Bruno Costa,26.0,Não,5.0
CH00851,Thomas Costela,Financeiro,2026-04-16 23:35:14,,Software/ERP,Instalação de software,WhatsApp,Média,Em andamento,Ana Silva,,Pendente,
CH00852,Lunna Gonçalves,Logística,2026-04-01 23:30:24,2026-04-02 12:18:24,Software/ERP,Instalação de software,WhatsApp,Média,Fechado,Ana Silva,12.8,Sim,4.0
CH00853,Ana Luiza das Neves,Comercial,2026-05-13 19:56:58,2026-05-14 20:32:58,Redes,Cabo de rede desconectado,WhatsApp,Baixa,Fechado,Daniela Lima,24.6,Não,5.0
CH00854,Srta. Ana Laura da Cruz,Comercial,2026-04-29 08:52:05,2026-04-30 20:46:05,Hardware,Impressora travada,Portal de TI,Baixa,Resolvido,Bruno Costa,35.9,Não,5.0
CH00855,Bruna Marques,Logística,2026-03-26 06:20:32,2026-03-26 18:38:32,Hardware,Impressora travada,WhatsApp,Média,Fechado,Bruno Costa,12.3,Sim,5.0
CH00856,Ana Laura das Neves,Financeiro,2026-05-16 08:12:24,2026-05-16 12:36:24,Hardware,Impressora travada,Telefone,Alta,Fechado,Ana Silva,4.4,Não,5.0
CH00857,Anthony Gabriel Santos,Operações,2026-04-03 22:44:11,2026-04-05 03:08:11,Acessos,Permissão de pasta em rede,Telefone,Média,Resolvido,Daniela Lima,28.4,Não,5.0
CH00858,Srta. Elisa Monteiro,Financeiro,2026-03-31 05:10:42,2026-04-02 02:40:42,Acessos,Reset de senha AD,E-mail,Média,Reaberto,Daniela Lima,45.5,Não,4.0
CH00859,Stella Viana,Financeiro,2026-04-20 13:20:00,2026-04-21 23:20:00,Redes,Lentidão na VPN,Telefone,Baixa,Fechado,Daniela Lima,34.0,Não,3.0
CH00860,Marcelo Cardoso,Operações,2026-04-12 01:32:28,,Software/ERP,Erro ao emitir nota,Telefone,Baixa,Em andamento,Ana Silva,,Pendente,
CH00861,Srta. Ana Farias,Financeiro,2026-04-12 23:43:06,,Redes,Lentidão na VPN,WhatsApp,Média,Em andamento,Carlos Souza,,Pendente,
CH00862,Vinicius Azevedo,Operações,2026-04-28 13:51:02,2026-04-29 04:21:02,Hardware,Computador não liga,Telefone,Baixa,Resolvido,Ana Silva,14.5,Sim,5.0
CH00863,Dra. Ana Vitória Monteiro,RH,2026-04-12 10:10:08,2026-04-13 00:10:08,Acessos,Reset de senha AD,Portal de TI,Baixa,Fechado,Ana Silva,14.0,Sim,5.0
CH00864,Maria Cecília Araújo,Logística,2026-05-01 02:08:22,2026-05-02 05:50:22,Software/ERP,Acesso negado no sistema,E-mail,Média,Fechado,Bruno Costa,27.7,Não,5.0
CH00865,Eloah Freitas,Operações,2026-05-05 09:37:39,2026-05-06 07:31:39,Software/ERP,Erro ao emitir nota,Telefone,Média,Resolvido,Daniela Lima,21.9,Sim,5.0
CH00866,Cauã Oliveira,Comercial,2026-04-02 04:00:38,2026-04-03 06:12:38,Acessos,Criar novo usuário,WhatsApp,Baixa,Resolvido,Bruno Costa,26.2,Não,2.0
CH00867,Thomas Abreu,Operações,2026-03-29 02:11:55,2026-03-30 16:29:55,Redes,Lentidão na VPN,WhatsApp,Média,Fechado,Bruno Costa,38.3,Não,4.0
CH00868,Joaquim Aparecida,Operações,2026-03-22 04:04:03,2026-03-23 16:34:03,Hardware,Impressora travada,WhatsApp,Média,Reaberto,Ana Silva,36.5,Não,2.0
CH00869,Dr. Dom Cavalcanti,Operações,2026-05-02 16:44:35,2026-05-04 14:56:35,Hardware,Computador não liga,Telefone,Média,Resolvido,Ana Silva,46.2,Não,5.0
CH00870,Mariah Câmara,Logística,2026-03-21 07:51:18,2026-03-22 03:27:18,Redes,Cabo de rede desconectado,E-mail,Média,Fechado,Daniela Lima,19.6,Sim,5.0
CH00871,Oliver Silveira,RH,2026-04-18 03:18:17,,Acessos,Permissão de pasta em rede,WhatsApp,Média,Em andamento,Ana Silva,,Pendente,
CH00872,Breno Oliveira,Logística,2026-04-17 22:57:17,2026-04-18 08:09:17,Hardware,Impressora travada,E-mail,Baixa,Resolvido,Ana Silva,9.2,Sim,4.0
CH00873,Theodoro Rocha,Comercial,2026-04-23 02:09:28,2026-04-23 03:57:28,Acessos,Reset de senha AD,E-mail,Baixa,Resolvido,Daniela Lima,1.8,Sim,5.0
CH00874,Henry Gabriel Moreira,Financeiro,2026-03-23 00:11:13,2026-03-24 21:23:13,Redes,Wi-Fi instável,E-mail,Baixa,Fechado,Daniela Lima,45.2,Não,3.0
CH00875,Ana Lívia Martins,Operações,2026-03-22 08:28:23,2026-03-24 06:04:23,Software/ERP,Acesso negado no sistema,Telefone,Média,Resolvido,Ana Silva,45.6,Não,5.0
CH00876,Luan Borges,Operações,2026-04-14 07:16:28,2026-04-14 18:52:28,Software/ERP,Instalação de software,WhatsApp,Média,Resolvido,Bruno Costa,11.6,Sim,3.0
CH00877,Alexia Freitas,Operações,2026-05-10 14:14:53,2026-05-10 20:44:53,Acessos,Reset de senha AD,E-mail,Média,Fechado,Bruno Costa,6.5,Sim,5.0
CH00878,Kevin Sousa,Logística,2026-04-06 09:02:58,2026-04-07 22:38:58,Acessos,Criar novo usuário,WhatsApp,Crítica,Resolvido,Ana Silva,37.6,Não,5.0
CH00879,Maria Eduarda Pastor,RH,2026-04-10 10:42:49,2026-04-11 16:42:49,Hardware,Computador não liga,Telefone,Crítica,Fechado,Carlos Souza,30.0,Não,4.0
CH00880,Yago Teixeira,Operações,2026-05-04 19:03:56,2026-05-05 13:39:56,Hardware,Teclado com defeito,Portal de TI,Alta,Resolvido,Ana Silva,18.6,Não,5.0
CH00881,André Jesus,Operações,2026-04-10 16:38:20,2026-04-10 20:26:20,Redes,Wi-Fi instável,Portal de TI,Média,Resolvido,Daniela Lima,3.8,Sim,5.0
CH00882,Vitor Hugo Ferreira,Comercial,2026-03-20 05:10:00,2026-03-21 19:46:00,Software/ERP,Instalação de software,Telefone,Média,Resolvido,Carlos Souza,38.6,Não,3.0
CH00883,Sr. Marcos Vinicius Sousa,Financeiro,2026-03-18 19:48:34,2026-03-19 12:30:34,Software/ERP,Erro ao emitir nota,WhatsApp,Crítica,Resolvido,Daniela Lima,16.7,Não,5.0
CH00884,Gustavo Moura,Operações,2026-04-16 18:00:13,,Hardware,Impressora travada,Telefone,Baixa,Em andamento,Daniela Lima,,Pendente,
CH00885,Rebeca Araújo,Logística,2026-04-10 00:25:21,2026-04-11 07:43:21,Redes,Lentidão na VPN,WhatsApp,Média,Resolvido,Carlos Souza,31.3,Não,5.0
CH00886,Sra. Ayla Aparecida,Logística,2026-03-31 17:12:22,2026-04-01 22:18:22,Redes,Wi-Fi instável,Portal de TI,Baixa,Reaberto,Bruno Costa,29.1,Não,5.0
CH00887,Maria Sophia Sampaio,RH,2026-04-09 08:49:19,2026-04-09 10:13:19,Software/ERP,Erro ao emitir nota,Portal de TI,Baixa,Resolvido,Bruno Costa,1.4,Sim,5.0
CH00888,Antonella Pacheco,Financeiro,2026-04-23 01:25:16,2026-04-23 19:07:16,Hardware,Computador não liga,Telefone,Média,Resolvido,Ana Silva,17.7,Sim,5.0
CH00889,Catarina Porto,Operações,2026-03-27 04:09:45,2026-03-28 04:09:45,Hardware,Computador não liga,E-mail,Média,Fechado,Ana Silva,24.0,Sim,5.0
CH00890,Bento Lopes,Comercial,2026-04-25 04:21:25,,Hardware,Teclado com defeito,E-mail,Alta,Em andamento,Ana Silva,,Pendente,
CH00891,João Vitor da Luz,Logística,2026-03-30 14:01:27,2026-03-31 15:49:27,Acessos,Reset de senha AD,WhatsApp,Média,Reaberto,Carlos Souza,25.8,Não,5.0
CH00892,Lunna Dias,Comercial,2026-04-17 11:28:33,2026-04-18 00:58:33,Acessos,Permissão de pasta em rede,WhatsApp,Crítica,Resolvido,Bruno Costa,13.5,Não,4.0
CH00893,Igor Barbosa,RH,2026-04-30 20:27:15,,Acessos,Permissão de pasta em rede,Telefone,Alta,Em andamento,Bruno Costa,,Pendente,
